7738 653
3996 1213
4094 2656
2743 4296
4128 599
1868 106
2103 1205
2568 2862
3917 7574
1547 3240
3868 5777
2849 1242
2029 1102
5471 5956
5526 4728
4165 5143
3111 6130
1625 3909
1953 2225
3631 23
4151 6108
2986 2377
848 2548
7619 4102
6523 160
5115 4923
5974 570
7489 2736
4185 6085
6044 3136
2257 1983
3659 4676
4471 4257
6906 7317
1353 4250
7314 1033
1284 3642
6374 1033
3406 3508
5945 4940
2473 6450
4514 6578
681 1061
1786 1597
7465 656
5250 5340
842 7300
5157 4796
1665 4737
7397 3822
1963 7054
1595 1732
2611 7230
4503 1937
2072 6746
4372 6977
3548 1552
2570 546
3468 5244
6452 2419
5903 3456
4394 5801
5435 5688
762 2282
5517 643
3373 4020
2797 3379
563 796
5053 43
4011 5390
1606 6755
2325 1818
4501 6777
4468 5859
4130 1594
6428 4617
3796 1003
4058 5597
3952 125
7051 7301
296 3646
7096 1106
4539 1455
923 4073
6024 7141
1428 466
5465 720
4053 4992
4403 3095
3257 1907
787 2247
3620 2520
975 1582
5564 5954
2316 1306
3131 1304
2470 5818
835 5212
57 6651
5441 2625
2512 4985
942 2459
1296 6255
98 2372
6345 3788
4370 7194
5780 3830
2180 2841
2732 5881
6602 868
1926 2272
4527 5506
6692 2238
545 4416
6243 837
5240 7611
1941 5189
6441 878
1315 1504
7435 5507
4899 4453
6139 903
5028 6367
2480 2672
7572 1704
1033 7284
6127 5212
6202 2560
2568 6385
2646 3025
1398 2943
1725 5549
5552 4460
3478 5993
6756 613
3283 5425
4450 2855
4794 1745
2201 6799
2345 7489
3340 4689
622 7475
6354 4363
4223 2565
817 5388
2844 416
2334 5568
1079 1662
5669 5472
2123 6486
55 5465
2279 3984
5062 456
5081 1127
6 488
862 4853
3475 7512
897 927
1519 5746
420 3831
2081 7662
2775 1691
7096 1881
4125 695
6790 3021
3925 1659
2077 6247
5263 1044
5750 4560
4174 5821
5893 684
1752 4911
7219 225
3993 4542
986 7465
5842 7094
1760 6269
1566 2755
2182 1876
1994 590
407 673
850 4412
6212 6256
3053 6818
152 7220
638 3654
1322 505
7032 6923
7312 7347
4546 6757
5324 1995
5550 5666
1750 2370
6866 4170
2001 122
5114 2223
3810 3310
6386 334
4435 4689
3200 2715
4954 301
3644 1873
7690 5409
2772 6662
7666 293
6577 5242
6548 6478
3135 3232
3929 4564
2871 2946
99 715
6678 143
6057 2307
5253 6954
4235 3528
6513 3101
3264 504
4718 5222
1869 3090
5952 6973
7213 5490
5188 7147
4705 5620
5939 2452
6964 3922
5901 5075
2079 4215
666 2174
5697 4219
444 875
3999 7311
6959 4179
5097 359
3764 4408
7499 3715
754 6603
5884 246
6952 7319
1216 5369
852 2838
4774 5299
195 7222
5083 2095
1637 2308
1815 5630
4365 5178
4090 2414
2224 2435
6345 7641
5866 3330
7214 2324
3921 1367
4300 5666
3826 5533
4618 2815
2146 7047
2984 3640
4826 3826
109 4722
7493 6243
5445 5757
4008 1667
1151 3657
426 6069
5048 4922
5361 6189
4708 4730
5141 3569
2104 178
6081 6966
7320 3874
3557 1854
4346 7205
877 2370
1896 379
4958 3960
5798 169
7436 2612
4264 4316
5504 5452
3186 3333
5764 5401
4487 1500
7568 2272
4804 4822
1162 258
6589 38
7631 1389
4488 6569
6908 115
2517 5280
6860 5723
7341 4507
1815 6945
2220 5424
5567 6990
3254 4800
2878 1451
3588 1571
5914 1974
1482 2143
580 5526
437 248
6726 2165
7737 3366
7166 3938
2634 5320
5560 6869
3052 586
5941 6
4602 4474
368 6732
3466 359
5433 21
3428 3274
4717 570
2955 4252
2215 6336
4655 5937
6177 265
5847 6878
6536 473
4938 2606
4204 4155
6120 3196
6247 916
5752 3520
6328 3471
5940 2654
373 479
2548 7160
3756 5538
6234 4293
1269 4
5637 3640
1779 7525
113 2412
4819 2534
7421 543
1852 3260
3620 3071
7122 7221
792 6252
249 2161
7436 1615
6962 5442
3835 293
2660 1931
5404 6344
3697 4299
1918 4931
2616 5965
4899 138
4412 6496
4126 6827
5390 7647
3706 6482
7357 2860
58 2547
7684 1215
239 2891
4104 6077
2081 3045
4684 4754
294 6453
4062 7304
2263 3337
4234 2229
5253 3841
3905 5773
6630 7010
686 380
7685 5790
1638 5259
5684 2742
7566 2921
831 4863
3251 807
3687 2355
7147 6075
6006 7183
2136 7506
6464 6024
6078 693
7511 6817
1578 6816
2657 817
4623 986
6534 4483
6522 2896
4429 5869
1289 2793
2139 6518
6715 5164
3627 3399
5929 1553
7067 3065
494 577
6171 1536
5894 6171
7592 4516
4571 220
5126 6613
518 3411
6992 2202
1131 1054
1459 6856
5337 7668
4960 4612
197 5102
3543 6450
1459 1352
6442 600
2994 3425
3818 6224
1345 1461
3242 2521
1041 7594
1523 5221
4310 1955
6307 6983
2436 2776
2915 4824
3246 5210
4141 1370
896 863
5436 5265
6575 4353
5181 2138
3528 1505
963 2387
6025 2247
2424 2445
4255 6574
6199 3774
2087 4271
2635 2451
1850 1440
4272 3182
1702 2255
3675 5054
1352 1859
4519 1741
6350 1536
4664 6766
5445 4980
5404 6561
7501 3035
4501 6275
2096 3265
2698 4360
908 1954
2796 2600
1957 7347
6076 2976
943 1630
6451 7177
4841 2283
4077 1815
2446 6641
1368 2280
777 7211
6947 343
4887 1139
5220 3083
1951 973
1265 6049
6926 4713
4882 1190
4636 3229
2169 6841
7701 2571
638 18
7562 4365
4249 1665
3503 4247
2787 726
4773 6564
5057 5415
4919 997
4003 448
4171 1246
7476 4460
4654 7621
5876 4990
1355 1219
3131 768
7017 6513
1418 6975
4855 6520
4343 7722
4708 4902
1734 7048
4107 5695
7378 3023
5850 1371
40 2186
5817 6122
982 6517
6462 7037
6543 3531
6732 5736
1281 1286
7054 957
7240 1947
7344 6735
3993 547
5530 2547
240 2711
75 1399
4230 1999
4190 1505
78 5762
5023 2936
4889 364
5078 4294
2804 6372
5448 861
3246 3564
134 7683
4818 2700
6443 4134
5992 4232
5083 88
2784 5335
520 289
3635 4558
4154 2435
877 7529
1980 4168
1103 3990
1525 3515
4433 6268
5396 2204
4446 7031
765 7118
7160 3685
3690 2829
3304 7275
6700 1891
5739 2430
7425 1056
5261 6645
2640 6259
1554 569
4874 142
6192 4256
3587 7170
5367 481
7698 4067
6571 3155
4232 3783
2748 7584
98 6236
1279 3794
1757 2222
6997 196
7510 6732
7011 210
4649 512
3598 3213
2265 1648
4742 5327
2091 609
2180 82
4076 769
5523 3581
5896 447
3777 2233
5303 5052
6704 7009
2190 3518
1120 5913
6601 5807
3628 6255
3151 1806
5099 7411
4676 1025
1122 5427
1566 1560
4682 497
3115 7549
5805 3737
6137 6421
6729 6859
7535 2521
3306 1876
2509 6605
4585 6407
7571 4221
3619 1655
6494 3294
7485 4661
2712 2786
7092 2953
4927 3746
5472 798
245 710
4970 2430
6373 3160
3406 5647
5953 355
2741 6760
658 2642
6208 2658
6795 5623
4545 1319
5906 6380
2009 5985
4790 1858
4467 2516
2636 1048
4579 5571
7570 5135
856 2239
6849 4531
5408 6030
6930 904
2310 1112
3713 2662
5824 3201
5354 6082
4082 2250
3751 7374
6114 3761
2656 6120
1546 2441
471 677
3957 6524
1021 4767
1229 924
2932 7049
5833 5331
2021 4261
1387 6160
2671 1082
1113 7227
2694 6928
299 5843
5909 1651
2940 243
4603 3113
790 4961
6530 4711
7704 640
2893 2166
7475 622
3939 2404
2720 4109
308 3218
6318 2627
6029 4533
6806 5551
923 4887
