6123
0 0 0
0 0 1
0 2 1
2 0 0
1 0 4
3 4 1
0 6 6
3 2 5
0 4 4
3 0 7
3 0 5
9 11 9
4 4 9
4 10 6
3 1 14
3 4 1
0 8 2
15 17 10
13 13 13
4 13 10
1 7 2
16 21 18
8 22 17
13 19 21
19 19 5
9 13 1
1 26 13
10 1 10
2 1 23
16 8 14
6 15 9
14 16 13
32 20 26
31 0 32
24 27 14
22 9 7
7 8 30
2 9 17
37 24 18
21 18 26
37 11 8
39 14 28
1 24 42
10 8 33
44 3 20
38 42 39
44 12 14
26 45 12
41 42 33
41 33 49
26 21 19
40 11 42
38 49 24
4 17 25
32 26 50
1 16 32
50 28 48
28 14 50
7 38 37
17 25 12
6 7 15
58 49 55
44 3 24
3 28 22
26 46 25
15 29 49
48 23 9
48 3 35
66 52 52
13 39 69
59 55 33
44 32 65
51 65 57
9 55 18
59 1 30
26 9 7
36 52 25
40 42 68
6 5 71
76 64 11
34 78 39
46 73 2
55 20 72
74 0 70
9 42 30
19 43 54
81 83 12
64 33 9
59 59 12
27 26 35
22 15 31
82 66 18
16 5 87
63 15 27
2 4 11
22 69 63
63 17 47
15 47 59
77 83 74
28 76 22
15 79 14
1 7 92
7 53 55
8 45 57
47 87 60
17 20 81
91 13 19
77 102 69
20 92 97
55 74 8
96 102 95
91 49 32
85 73 25
25 53 69
20 38 55
56 105 85
49 10 29
94 91 88
117 39 3
103 41 119
42 47 34
49 40 120
11 35 32
3 82 96
64 76 18
104 112 3
37 120 103
69 86 36
2 56 57
99 125 49
67 1 6
82 46 107
6 124 119
61 123 123
131 127 8
57 131 73
122 43 91
63 132 88
108 105 66
3 86 18
92 1 132
69 9 122
122 51 77
1 131 123
98 104 82
31 100 15
137 73 135
43 140 143
98 104 10
57 145 79
9 94 142
122 101 39
46 17 100
133 54 142
82 46 58
35 130 126
38 67 43
108 35 138
87 144 1
66 145 125
29 28 124
17 145 62
82 30 80
146 123 32
112 92 19
58 17 157
119 162 58
135 94 77
19 130 128
18 66 54
28 6 6
113 58 73
140 164 61
133 92 3
160 164 108
0 44 131
18 7 16
56 3 43
123 137 170
118 18 148
100 75 17
132 148 15
137 107 101
12 143 150
84 119 69
9 66 55
76 95 15
110 137 2
143 178 176
24 62 142
52 160 117
144 28 82
175 97 144
193 120 145
136 128 114
165 13 123
68 75 193
141 51 142
52 13 130
194 159 14
59 36 0
164 145 61
153 26 143
23 181 52
98 57 16
69 56 91
103 37 11
139 100 131
124 74 181
85 173 26
97 200 75
132 145 170
66 115 84
156 134 203
130 28 45
118 214 89
9 110 5
59 186 123
116 169 49
173 188 94
41 172 66
210 1 36
34 142 5
76 198 9
187 220 19
38 124 25
49 112 185
58 82 46
76 121 88
58 109 19
200 219 133
26 20 76
138 228 132
184 27 46
19 44 144
7 227 31
148 109 106
22 224 138
212 142 123
123 89 235
219 46 27
150 72 170
228 140 232
233 192 133
149 214 2
197 146 6
64 204 1
84 157 150
239 84 30
146 141 13
240 78 178
43 249 211
234 181 171
20 243 230
252 226 3
43 185 219
123 236 248
207 199 15
123 239 146
113 34 149
120 100 41
239 195 176
127 107 109
121 208 155
71 113 173
157 87 137
17 233 14
66 267 106
265 187 109
125 232 10
177 121 207
1 10 154
166 40 156
112 167 148
60 18 165
212 46 254
15 76 250
120 209 241
183 153 126
146 135 200
7 257 216
230 274 17
101 35 134
49 126 200
280 171 188
11 232 115
169 58 61
238 127 221
104 136 24
246 138 215
265 253 205
165 3 15
209 286 141
106 156 147
179 232 126
283 178 241
255 146 61
175 67 221
202 117 0
162 14 216
131 222 26
192 156 105
53 28 33
97 80 267
295 212 9
291 62 268
145 256 281
31 284 154
123 278 180
72 30 62
158 159 53
12 97 204
243 254 158
253 223 247
104 194 275
271 16 55
260 272 130
70 294 106
2 169 155
245 269 114
203 262 17
3 105 253
106 292 169
185 0 319
88 21 206
70 95 227
224 133 35
211 127 241
120 26 255
23 198 35
8 188 272
43 232 214
299 247 76
268 279 193
120 332 85
151 300 263
110 194 251
258 194 19
44 165 224
254 259 207
31 180 311
169 221 307
207 245 64
76 204 91
41 181 102
22 273 129
12 118 300
98 178 215
181 134 28
24 146 209
251 326 308
88 77 110
293 39 309
174 300 57
263 2 198
256 228 28
80 96 212
103 328 282
21 207 333
29 156 216
28 319 248
305 237 275
154 170 175
72 296 328
97 267 338
326 333 358
204 207 285
169 134 161
197 279 166
104 280 190
326 275 135
53 290 360
16 43 64
281 289 122
57 320 45
320 215 312
100 145 225
33 327 69
179 176 113
81 376 240
333 282 87
155 313 205
98 26 271
226 115 57
55 207 135
323 306 286
341 250 4
160 310 256
288 341 379
48 175 147
153 241 331
113 98 321
160 117 91
178 107 107
83 109 32
147 56 137
363 99 317
219 223 247
238 335 283
190 19 201
19 256 314
397 367 302
363 285 145
174 164 245
391 307 281
25 43 311
385 131 104
251 230 204
165 199 140
242 292 249
262 16 22
368 204 65
216 171 392
230 61 412
205 120 291
23 89 65
93 356 247
109 108 262
336 262 209
249 291 92
175 34 214
9 132 79
409 140 166
308 184 5
14 378 50
33 243 232
280 164 296
373 335 264
391 70 205
223 388 298
421 257 12
82 110 280
395 310 4
85 238 16
154 263 164
87 136 249
388 425 158
419 170 20
34 310 388
283 47 236
272 205 381
303 118 388
111 409 176
36 181 357
420 169 320
6 423 322
356 28 411
426 150 347
62 73 176
72 240 233
397 288 132
270 419 436
259 268 351
375 37 195
97 238 328
204 370 19
366 84 113
252 268 284
370 434 286
126 409 409
218 231 384
173 370 325
105 7 415
396 110 40
52 238 276
208 209 361
62 264 318
455 450 386
28 353 205
409 34 297
451 248 225
81 331 206
199 55 169
211 298 398
402 16 294
212 433 328
27 22 235
375 181 250
214 145 117
439 282 149
296 51 50
341 277 377
21 372 223
290 424 191
303 62 357
250 248 301
49 438 143
67 362 58
356 426 20
149 408 95
326 153 429
147 70 407
108 226 277
276 38 478
367 219 443
369 147 105
458 31 214
423 251 77
281 273 361
484 386 440
349 461 194
245 328 352
313 276 355
273 37 117
205 241 67
79 17 321
369 147 224
52 313 214
279 140 373
358 239 300
253 295 43
97 311 31
314 190 290
220 43 73
327 452 370
205 152 389
163 12 369
144 149 89
393 427 427
381 378 21
513 433 242
0 203 357
477 188 498
35 491 105
62 448 367
28 61 370
401 141 478
141 394 280
283 397 263
369 32 217
458 148 103
181 160 245
217 46 288
310 202 276
391 115 347
413 29 231
201 189 217
361 338 453
503 121 3
37 125 13
434 135 238
111 236 469
12 522 269
452 479 415
167 208 312
514 531 429
135 184 247
263 25 546
70 460 453
444 371 326
168 11 509
203 198 417
338 89 161
217 303 93
493 14 215
152 544 406
24 413 530
476 539 315
541 514 465
343 528 298
281 111 260
560 521 226
189 86 368
199 137 319
477 497 75
450 240 242
371 180 536
556 98 245
495 535 129
253 157 250
369 413 551
184 248 24
268 248 310
520 57 240
31 162 233
468 30 60
274 172 469
391 481 255
345 428 498
549 530 425
508 73 495
37 157 345
382 350 178
495 444 25
164 403 177
401 314 172
436 352 217
397 53 333
508 59 298
7 532 485
330 553 94
321 97 243
469 332 45
57 253 263
474 65 72
268 157 187
130 396 166
298 20 371
463 57 550
133 518 571
257 100 173
269 213 546
100 526 540
238 307 565
339 383 62
145 14 346
231 593 516
539 303 399
158 226 32
279 527 250
544 560 573
471 607 563
457 338 7
314 166 431
49 105 394
583 295 145
468 107 183
98 176 235
268 3 161
285 46 399
489 22 85
377 502 122
448 585 437
110 513 616
505 234 35
275 200 89
533 443 585
80 148 91
29 158 475
556 140 519
515 425 522
36 298 83
276 144 137
155 426 251
324 3 132
262 58 287
604 537 148
622 467 402
488 326 487
357 100 63
639 73 232
639 550 315
42 327 403
502 392 246
593 86 616
130 405 516
19 371 535
276 586 164
290 527 578
93 545 450
371 413 640
520 17 338
161 329 45
450 175 574
150 155 37
368 393 20
341 362 54
402 312 475
99 21 446
319 597 401
63 85 612
650 485 194
188 278 53
85 592 597
485 154 225
258 436 264
319 559 166
383 656 401
208 471 168
209 83 343
119 543 592
541 558 287
436 24 619
216 282 233
481 654 396
506 467 355
191 534 74
525 264 401
334 333 557
269 205 548
519 200 304
318 537 399
558 522 56
197 264 50
548 587 547
446 500 489
656 504 613
284 25 354
3 467 47
669 25 511
479 6 397
526 192 540
373 332 168
144 293 283
559 174 394
97 272 137
219 65 109
478 387 649
89 477 512
165 437 561
42 14 25
385 159 447
49 27 357
1 606 146
203 215 199
643 483 604
138 413 388
674 450 339
148 148 414
80 253 667
347 191 513
279 646 226
128 361 682
272 152 585
372 213 549
593 28 300
292 642 0
266 538 155
38 40 61
548 275 403
151 46 247
451 547 453
611 517 355
534 432 230
424 225 210
139 239 412
713 112 297
31 150 618
712 20 720
547 117 654
730 558 443
273 502 9
220 478 508
121 146 695
514 697 708
468 79 335
289 157 545
487 139 162
576 115 105
85 652 301
23 551 23
282 314 567
437 227 126
93 443 329
112 343 525
111 268 147
537 236 203
733 73 711
683 154 272
414 106 480
91 255 544
316 417 8
538 253 46
317 190 443
254 335 106
132 248 569
175 563 249
735 629 252
549 48 291
670 548 26
243 458 696
702 14 649
148 389 588
468 185 99
262 324 429
638 71 723
470 512 572
301 312 476
714 38 41
680 101 138
244 726 519
728 560 301
160 231 712
48 57 532
123 269 712
599 340 197
134 453 215
417 648 286
664 477 412
397 738 17
139 749 170
2 716 587
113 345 5
562 403 146
611 644 231
310 135 200
546 473 178
404 730 272
420 788 186
643 56 743
79 203 9
342 226 163
3 22 502
697 771 178
268 755 121
435 388 155
181 695 416
335 622 620
73 375 449
112 776 123
300 64 767
240 585 208
187 64 667
125 318 786
793 797 101
82 791 84
749 33 30
299 781 794
504 672 363
541 411 272
725 625 673
297 556 58
424 498 604
798 285 562
162 88 342
754 731 134
102 105 75
803 685 22
714 434 660
513 505 178
388 158 488
546 661 732
643 814 63
157 401 725
100 361 136
794 162 722
767 111 404
141 465 269
650 593 171
733 608 505
671 607 13
62 240 554
560 342 810
697 380 224
443 0 2
379 226 223
128 478 640
365 402 154
639 806 436
197 780 726
374 75 69
259 65 589
126 161 729
588 558 494
19 753 695
526 574 111
92 452 440
61 18 598
397 32 741
838 828 286
670 388 625
94 200 80
91 205 385
553 624 796
107 13 169
344 819 659
127 854 671
293 400 445
416 162 620
207 59 637
797 84 5
409 67 696
237 210 452
742 578 113
41 489 15
830 419 452
598 728 669
