819
0 0 0
1 1 1
0 2 1
3 2 2
4 3 2
5 2 1
2 0 4
7 3 2
5 5 3
8 5 9
9 10 7
7 9 1
12 6 12
4 0 9
3 3 5
2 6 13
8 13 9
13 12 12
17 9 1
18 11 14
15 20 12
20 6 9
18 4 20
12 14 23
24 9 18
14 7 3
10 23 0
4 23 10
5 1 8
13 1 11
23 8 26
30 29 7
22 15 8
25 8 13
14 9 21
31 16 0
36 29 16
21 11 18
5 6 0
0 3 23
9 4 25
0 16 24
41 11 13
0 2 22
7 31 24
25 38 31
46 5 8
25 41 13
28 14 25
10 34 17
39 20 43
48 2 28
2 17 33
52 31 31
32 20 14
49 48 50
11 41 27
30 39 30
19 12 15
56 55 3
14 41 48
37 26 21
3 56 12
29 13 14
47 63 37
32 9 5
30 64 64
41 44 29
24 38 46
59 14 13
30 20 10
56 23 41
27 12 55
6 72 29
41 47 21
73 5 54
49 47 73
15 43 54
38 52 78
41 33 61
43 53 3
13 67 75
7 49 65
58 59 53
69 0 45
19 40 73
37 73 49
8 37 79
66 61 51
72 62 81
15 71 41
90 88 2
7 23 78
50 64 63
42 76 60
95 73 72
82 59 37
8 94 5
47 10 56
79 70 99
21 18 66
96 25 18
32 76 87
30 33 64
74 18 42
36 54 6
86 80 96
36 67 28
58 48 84
5 106 92
92 67 53
28 85 71
94 107 75
21 82 32
62 66 59
31 107 98
91 34 78
58 113 74
89 19 65
76 98 78
11 14 84
13 80 3
73 122 92
90 3 92
46 14 56
17 97 110
57 116 1
54 9 30
77 12 70
84 81 7
5 28 77
11 35 41
50 127 115
31 30 133
103 40 91
111 105 121
65 38 17
37 45 34
113 83 36
79 41 100
139 83 56
89 88 17
65 96 14
113 42 107
4 120 63
53 96 75
8 69 38
126 62 122
58 79 87
128 147 70
3 75 142
88 19 57
119 66 132
25 136 35
72 137 93
105 110 18
56 6 22
35 77 132
62 140 36
134 51 157
35 39 37
158 130 147
160 24 156
133 11 32
10 144 121
159 136 127
132 118 40
22 12 112
138 38 18
112 168 15
71 94 24
100 137 14
132 168 45
71 134 135
121 56 111
49 82 157
126 23 157
70 46 64
170 1 1
179 90 140
124 47 13
56 1 21
70 113 176
9 164 17
140 6 107
73 23 76
53 98 70
31 121 161
0 117 38
40 46 78
40 60 72
19 4 55
108 181 93
180 157 38
8 166 117
131 144 122
187 1 148
103 108 90
127 172 6
146 105 155
28 18 42
43 171 185
136 47 69
155 35 131
164 121 43
159 145 59
106 203 187
34 58 121
59 72 86
5 53 130
163 44 84
73 70 71
111 42 184
156 150 13
2 150 194
54 192 70
5 63 42
114 122 124
80 59 118
57 14 191
189 30 8
112 84 202
36 130 135
56 2 132
220 203 85
125 200 131
215 156 24
99 7 192
164 134 59
168 122 174
66 75 170
25 198 21
36 208 20
88 16 71
85 199 71
8 64 100
217 157 70
66 186 179
130 81 25
122 216 26
156 167 183
183 93 122
163 21 224
236 103 158
186 16 230
26 231 85
14 141 93
157 205 224
158 221 155
143 175 112
54 74 111
203 176 18
54 2 166
192 242 153
244 119 178
143 122 240
216 246 109
24 19 92
146 212 95
69 34 101
241 30 62
41 10 41
191 214 184
235 250 261
74 146 110
240 191 40
15 262 124
227 189 1
14 107 175
180 187 164
173 119 96
74 243 129
16 270 253
6 267 78
126 111 238
149 258 74
97 35 247
216 71 15
180 12 82
196 243 108
42 134 131
181 175 28
11 232 227
172 67 181
280 71 19
244 60 246
84 246 260
255 50 132
83 236 241
282 22 55
65 258 214
0 209 87
91 93 99
165 48 211
270 69 111
82 217 204
93 172 154
295 294 62
223 114 172
247 174 295
24 105 294
204 178 240
133 21 285
101 129 239
219 27 260
200 135 138
66 98 142
296 273 42
216 45 118
64 117 193
7 39 178
298 281 40
131 90 133
252 23 264
41 221 137
162 164 171
62 158 40
276 147 51
15 161 235
208 65 99
143 104 163
269 191 159
197 272 280
252 188 216
224 100 209
291 115 262
94 11 69
280 239 17
261 16 27
215 168 191
247 215 109
270 328 206
332 163 43
137 318 155
14 212 247
166 249 186
321 81 301
187 42 107
105 161 333
183 21 86
0 141 302
44 207 77
257 212 100
33 77 112
70 13 131
177 114 211
98 14 58
17 219 124
53 105 342
216 156 246
349 208 225
273 349 294
245 181 88
16 98 186
352 40 348
253 302 155
188 170 302
234 268 329
197 192 63
305 209 276
269 72 351
109 130 182
341 313 51
358 324 162
113 8 83
186 161 128
214 122 278
242 83 42
171 31 157
169 165 3
146 307 321
80 168 203
316 335 72
28 137 229
300 118 14
340 95 368
107 345 371
55 131 226
68 196 12
352 26 377
375 90 228
257 225 125
372 251 18
3 200 274
33 74 51
257 299 55
162 358 23
165 282 127
323 111 124
316 13 25
377 68 209
101 139 322
340 333 155
145 6 378
211 131 88
117 282 315
322 393 165
241 353 344
113 194 162
178 301 123
398 322 253
20 327 394
46 287 51
95 72 271
152 298 56
357 257 326
319 381 241
381 216 269
191 175 194
341 155 249
109 277 265
16 61 328
2 284 385
295 271 167
334 325 100
269 161 120
215 265 8
241 136 316
164 342 28
81 3 335
384 153 121
224 421 232
298 357 353
410 262 339
246 18 259
273 83 304
362 160 28
123 223 281
213 214 50
346 89 272
367 54 182
287 42 144
113 140 154
404 183 281
181 3 213
126 126 291
150 133 353
177 429 158
42 329 26
211 208 324
244 68 345
325 116 299
375 366 221
129 39 317
187 25 37
376 52 366
211 371 335
320 293 36
290 231 349
115 203 256
103 415 222
326 64 244
249 1 350
204 97 30
145 324 417
23 212 370
417 70 138
240 186 121
283 282 173
142 324 171
95 443 323
109 396 75
136 46 455
177 420 40
113 141 261
445 184 462
458 113 324
19 332 364
419 383 209
14 193 423
396 210 16
380 171 35
214 130 43
318 402 249
7 157 252
254 205 114
285 444 274
125 55 74
181 88 393
420 373 340
33 103 413
73 460 287
337 282 461
149 387 5
362 229 398
141 427 9
426 435 461
392 487 362
26 331 314
14 448 358
447 314 425
423 72 88
204 228 368
312 209 153
2 118 131
133 142 50
162 241 60
132 199 115
374 36 496
117 294 122
163 338 288
413 231 292
478 367 106
484 292 246
283 102 391
44 490 223
1 383 26
248 359 163
301 481 349
13 392 469
373 248 412
71 117 124
272 406 440
46 209 86
298 335 384
61 176 492
262 168 309
73 59 4
132 61 441
263 219 22
104 518 92
18 421 81
345 1 268
386 262 389
202 116 206
395 374 353
179 215 453
359 489 17
70 59 337
390 1 118
449 400 268
409 60 363
141 256 461
54 27 254
111 76 468
364 415 236
438 12 156
340 519 424
339 128 292
166 131 293
248 165 385
84 157 520
511 334 75
373 229 448
478 507 337
104 286 131
496 235 190
356 336 357
490 111 132
31 194 269
272 212 325
61 113 154
461 242 374
263 241 225
456 496 40
531 288 180
236 271 383
505 370 374
538 283 358
254 384 136
189 76 380
494 43 188
18 168 505
19 104 164
9 541 28
109 10 126
201 11 289
167 393 112
105 138 217
379 568 169
505 143 359
390 528 550
161 176 390
420 353 518
334 406 469
204 101 66
355 12 134
453 160 518
339 464 293
423 428 77
184 341 260
147 444 126
383 296 75
513 175 379
467 37 98
434 469 165
354 376 77
136 127 64
480 475 329
318 157 462
565 138 430
58 451 357
142 526 452
87 132 289
174 471 358
402 284 538
422 448 62
525 9 62
89 232 532
370 580 169
35 317 177
476 531 425
549 375 65
12 561 87
497 293 267
548 243 231
215 405 369
143 607 353
168 549 435
193 291 451
240 359 157
171 84 453
536 278 403
83 194 101
402 301 323
68 501 160
584 294 25
196 487 167
532 467 447
168 362 481
483 358 294
615 270 199
375 299 568
133 233 390
429 241 464
468 138 547
53 279 366
461 110 221
595 95 16
446 445 339
498 470 215
614 173 529
283 566 227
390 300 129
505 392 248
