100
-42 -11 16
97 -89 -55
-86 -96 13
-85 32 34
80 -96 93
-15 6 -7
-18 -31 72
84 33 41
-51 50 18
-100 31 62
90 61 10
54 -90 32
-83 -29 0
46 93 -50
69 62 -43
3 -57 -87
51 84 40
-48 -37 52
82 -91 96
29 4 44
44 0 57
-58 92 -87
-14 -17 -93
-6 -54 -74
-7 58 93
9 -69 42
55 89 60
16 -38 -84
42 7 -67
89 -66 -38
45 12 -88
85 41 35
-75 87 55
74 98 91
84 -43 86
4 76 44
60 -57 23
-45 -70 14
-30 -41 -38
-55 -66 -42
20 16 84
-14 -69 44
13 -26 21
-45 24 -53
-4 -8 34
-25 56 0
-10 87 -51
93 -82 -96
-83 77 -64
13 -61 -97
-77 45 -18
-92 7 -11
-12 4 -40
25 -24 75
-28 -6 15
32 -25 94
-100 -43 -32
87 24 -9
66 -82 36
-1 10 -43
33 72 -100
-94 -14 -81
3 -50 83
98 95 -36
-77 -55 2
-98 93 10
94 40 77
1 -13 -99
36 82 12
23 96 -54
30 -17 42
-1 -73 88
-33 90 -82
5 -27 -57
-63 -56 -91
-91 -86 -93
-32 48 -46
-60 -86 36
-74 86 55
90 19 74
23 -86 -19
-22 6 -17
23 75 -25
88 -35 70
-80 94 2
40 45 -38
71 96 90
-98 7 -95
74 -39 -8
43 19 -9
-69 96 -96
16 19 -54
-76 64 56
97 45 -6
33 -43 76
-71 69 -64
-17 -37 23
-21 57 -30
-36 -44 -92
-37 23 27
