97
-52 50 -36
-54 -58 -29
-88 -73 -39
-19 -44 -34
-19 61 -39
-22 71 63
-37 -19 -30
59 81 84
-29 88 -79
25 -46 24
90 80 38
34 99 48
-99 60 -17
-19 82 -46
-56 -1 12
-58 91 -3
34 -55 48
-22 -42 -35
83 -80 -62
64 10 -89
-91 0 65
37 -12 -28
98 -39 42
-17 43 -32
18 60 86
-29 93 21
-13 -31 6
-44 -63 21
-51 23 56
35 64 -41
-3 31 92
41 -88 -82
-95 -70 68
-51 -68 -32
15 -47 -62
-83 64 35
99 2 49
-40 -32 -40
55 95 -35
-40 -43 48
19 -86 76
3 31 -66
69 3 -50
-32 17 -45
4 8 -69
-75 -21 92
89 -88 73
-75 -94 -75
12 40 -20
32 24 -23
-66 13 -16
-14 -30 -80
33 20 -71
67 -59 -5
59 -53 -62
-26 -17 75
6 -44 89
-1 -8 -18
-83 -2 52
-53 59 47
-84 -71 -89
22 -45 -80
75 23 14
-37 42 -92
-83 5 -93
-36 -88 -85
40 65 73
91 78 -87
5 98 8
-47 2 16
74 56 -97
43 -95 -36
0 54 68
-54 76 16
0 -1 -74
-20 8 -39
-59 31 -25
-41 -48 61
-83 -34 -90
26 47 -36
-27 -57 -90
50 -42 -100
79 -59 38
-29 -26 -83
-70 75 72
-59 -7 76
-36 -15 -88
-2 0 28
-51 21 26
59 49 58
-63 81 -68
94 -76 42
69 53 -77
17 96 -94
-83 -38 90
-25 89 -32
9 36 -4
