73
41 -65 10
-67 56 -6
83 -16 -49
69 91 37
43 70 -42
-55 88 -24
83 -80 12
-22 -63 51
73 99 -59
-87 49 42
-72 66 -80
-12 43 -97
-45 82 47
17 -2 -54
55 -99 -35
-67 -100 -60
-25 70 -50
38 34 -55
67 -47 -18
-1 -80 -83
71 60 80
28 64 60
55 38 -33
31 -57 63
88 -22 86
-64 70 55
13 -69 -75
-17 -44 -10
-29 84 -20
-95 67 -75
-10 -80 -47
-23 57 -85
88 -32 -93
-28 -36 -93
-43 -87 2
35 38 85
16 74 21
-51 63 49
49 48 -87
63 94 -57
-88 -4 30
55 -26 -53
-56 43 -46
47 10 -15
-96 -50 -27
15 96 70
-32 -79 -52
-72 -16 70
94 -41 -46
-87 89 -94
-77 37 -21
-61 -76 41
-61 53 -97
-5 -7 77
56 0 2
51 -83 -82
-63 -75 60
37 -93 58
36 41 -76
-10 -65 44
-21 75 24
-88 82 20
-69 49 -16
-89 88 59
-49 -34 -14
-22 1 20
-58 11 -3
73 -73 24
39 -21 -76
62 8 -43
-31 -12 -40
58 65 -55
47 -17 92
