143
78 322
303 139
544 49
227 641
32 726
728 407
267 699
784 419
447 791
377 470
602 50
620 931
889 512
766 85
336 580
261 94
923 807
391 543
821 359
569 643
511 587
353 593
995 844
44 529
679 380
155 174
763 38
797 584
549 391
781 955
283 335
593 123
463 954
2 243
668 749
188 626
512 269
551 917
315 838
479 821
874 193
20 975
251 731
757 897
916 544
714 35
431 400
665 479
712 735
274 686
44 1
564 574
881 516
183 600
327 814
702 870
5 233
396 741
33 296
309 350
958 981
472 331
141 993
960 154
669 84
447 485
227 688
905 31
12 948
7 888
50 953
203 569
474 7
173 544
457 641
662 977
852 904
913 527
346 982
776 709
234 823
478 519
93 511
463 846
106 62
24 985
438 38
464 768
402 95
287 2
75 927
494 688
247 202
682 246
400 20
24 975
663 37
603 245
622 24
538 490
720 823
74 962
934 46
488 776
192 70
544 325
702 854
593 310
603 899
119 126
953 212
837 46
902 814
330 636
106 657
161 680
702 457
520 462
100 308
947 217
806 97
743 934
448 87
291 933
412 712
838 541
898 301
436 432
252 463
319 91
877 866
346 676
230 738
131 485
108 876
45 913
657 619
516 438
416 280
828 22
715 145
602 646
942 645
