43
1 1
1 1
2 2
2 2
1 1
1 1
2 1
1 3
2 1
1 1
2 2
3 1
4 2
3 4
1 1
1 2
1 3
1 1
3 4
2 5
4 3
1 1
1 2
2 1
1 3
5 2
3 3
1 4
8 5
4 2
1 1
1 2
1 2
1 1
2 1
1 5
1 7
1 8
5 1
1 1
1 2
3 2
1 3
2 5
1 5
5 3
8 7
4 8
4 2
6 6
1 1
2 2
2 2
4 1
5 2
6 6
1 2
1 3
1 5
10 6
8 3
9 10
3 6
1 1
1 2
3 2
4 3
1 3
3 6
2 7
1 1
2 2
1 1
2 1
8 9
1 1
1 1
1 3
3 1
3 3
3 2
4 7
8 6
3 3
5 9
5 7
2 9
11 4
6 6
14 6
2 4
5 11
1 1
2 1
1 1
4 4
4 3
3 3
3 1
4 1
6 2
3 6
2 11
1 1
2 2
3 2
2 1
3 3
1 1
2 2
1 2
4 1
3 4
5 5
5 12
1 1
1 2
3 3
1 2
3 2
1 5
2 3
4 2
2 7
7 7
4 1
1 1
2 2
3 1
1 2
1 1
6 1
2 1
1 1
13 8
1 1
2 1
3 1
2 2
1 3
6 4
5 6
7 8
8 4
8 5
9 6
7 3
6 1
9 8
13 15
3 4
6 8
15 7
2 18
11 20
14 10
22 13
23 19
12 2
14 1
26 10
1 4
1 1
1 2
1 2
1 1
2 1
4 14
1 1
2 2
2 2
3 1
4 4
2 5
1 6
5 4
19 10
1 1
1 2
3 3
1 1
5 2
5 1
5 1
5 4
4 4
8 8
8 4
4 10
10 3
12 2
6 6
8 16
9 2
2 16
19 10
15 1
6 12
1 10
20 15
16 4
7 11
15 16
13 14
10 10
16 6
21 27
9 30
24 32
22 28
17 21
4 3
11 20
36 15
14 8
8 20
1 1
1 1
3 1
3 2
2 1
5 6
7 4
6 5
8 1
2 10
10 8
5 7
13 11
6 11
14 12
6 10
12 18
1 1
2 1
2 2
4 2
5 1
1 1
6 6
5 4
1 4
5 2
7 8
9 11
13 3
7 2
3 4
2 8
14 4
15 16
17 19
8 9
6 10
19 18
20 13
17 13
18 2
1 1
1 2
1 3
3 1
2 4
2 5
2 6
4 4
1 1
7 7
6 6
10 2
10 12
14 3
12 6
12 10
7 17
10 12
17 12
5 19
13 5
6 6
13 19
20 5
14 8
9 11
3 9
18 21
25 3
30 19
2 5
23 32
22 24
19 34
24 1
25 7
8 8
1 1
1 2
3 3
1 2
2 2
1 3
1 1
6 3
9 1
4 4
4 8
9 8
7 2
2 2
10 5
8 7
13 15
1 1
1 1
3 2
1 1
3 5
1 5
6 7
1 1
5 5
10 7
8 3
8 10
9 6
10 14
8 4
9 1
15 16
12 10
19 2
17 5
11 15
11 5
11 7
15 3
11 4
1 1
11 7
1 1
1 2
2 1
2 4
3 5
2 3
7 1
6 5
2 1
5 5
1 1
4 1
9 7
6 3
12 11
4 3
14 12
1 13
2 10
10 20
10 11
19 14
11 11
1 1
2 2
3 3
4 1
2 5
4 5
2 3
2 5
1 1
5 2
1 1
5 12
7 8
1 13
1 2
16 3
9 16
16 14
19 18
12 10
12 4
17 1
9 15
1 1
1 1
1 3
4 4
5 1
4 1
4 7
2 7
7 5
2 4
11 11
11 7
3 6
